,"fecha","CVE_ENT","maiz_blanco","maiz_blanco_anom_3","maiz_blanco_anom_6"
"2856","2003-02-01","09",2,0.6173579292,0.7523920674
"2857","2003-02-01","16",1.8,0.5056193754,0.8350394774
"2858","2003-02-01","18",1.9,0.5925943279,0.7892574209
"2859","2003-02-01","19",2,0.4101377958,0.9019144852
"2860","2003-02-01","20",2.4,0.0069138334,0.8128829899
"2861","2003-02-01","21",2.2,0.4184514685,0.2659965312
"2862","2003-02-01","25",3,0.0935262966,0.8026568058
"2863","2003-02-01","30",2,0.0514330853,0.1563991702
"2864","2003-02-01","26",2.5,0.4328484415,0.2262617951
"2865","2003-02-01","19",2.2,0.2294231463,0.6363430425
"2866","2003-02-01","28",2,0.8856717856,0.5379353773
"2867","2003-02-01","31",2,0.0617535593,0.5789119973
"2868","2003-02-01","01",2,0.1811096378,0.3964409781
"2869","2003-02-01","07",2.5,0.8418927383,0.6344854557
"2870","2003-02-01","31",2.3,0.336815903,0.6650896018
"2871","2003-02-01","20",2,0.6279295573,0.4029090468
"2872","2003-02-01","05",2.3,0.1330362071,0.3896487096
"2873","2003-02-01","10",2.4,0.2008356812,0.4934800117
"2874","2003-02-01","13",2.1,0.0727364605,0.5265946981
"2875","2003-02-01","11",2,0.8025697629,0.1941003923
"2876","2003-02-01","11",1.9,0.1589831246,0.726214633
"2877","2003-02-01","24",1.76,0.6926117998,0.3423538568
"2878","2003-02-01","03",2.5,0.162094383,0.1336168782
"2879","2003-02-01","18",1.8,0.3668911301,0.6153124316
"2880","2003-02-01","14",1.9,0.4686443595,0.7917428707
"2881","2003-02-01","22",2,0.676418316,0.135947203
"2882","2003-02-01","15",2.1,0.624280034,0.4019084524
"2883","2003-02-01","09",2.2,0.6522679327,0.3803121148
"2884","2003-02-01","16",1.8,0.9486593858,0.8055951131
"2885","2003-02-01","18",1.9,0.0689531625,0.007006358
"2886","2003-02-01","20",2.2,0.0642727193,0.7870611241
"2887","2003-02-01","30",2.2,0.7322591671,0.2967489158
"2888","2003-02-01","25",3,0.7742443098,0.4579448208
"2889","2003-02-01","26",2.5,0.5447429926,0.7242459458
"2890","2003-02-01","19",2,0.7847438922,0.0124613606
"2891","2003-02-01","19",2.1,0.7193376829,0.8966987397
"2892","2003-02-01","21",2.2,0.2101346768,0.4294169593
"2893","2003-02-01","28",2,0.057673438,0.5202762634
"2894","2003-03-01","01",2,0.3173712266,0.6749215966
"2895","2003-03-01","07",2.5,0.5283899976,0.315422321
"2896","2003-03-01","20",2.4,0.1770692194,0.1468772594
"2897","2003-03-01","31",2.3,0.7324371313,0.7490456386
"2898","2003-03-01","05",2.3,0.4531038455,0.1278793884
"2899","2003-03-01","10",2.4,0.382763291,0.8372044618
"2900","2003-03-01","13",2.1,0.3565547859,0.2576302803
"2901","2003-03-01","11",2,0.7737232841,0.6278047188
"2902","2003-03-01","11",1.9,0.4219516857,0.5728957646
"2903","2003-03-01","24",1.8,0.3165531326,0.2777537987
"2904","2003-03-01","14",2,0.9371705229,0.9564745337
"2905","2003-03-01","03",2.5,0.3700987346,0.2895820576
"2906","2003-03-01","18",1.7,0.7890944831,0.8504356573
"2907","2003-03-01","22",1.9,0.1620307276,0.3661366855
"2908","2003-03-01","09",2,0.7787738772,0.8928961756
"2909","2003-03-01","15",2.1,0.0712048491,0.3845662628
"2910","2003-03-01","16",1.8,0.9643302631,0.8423865617
"2911","2003-03-01","18",2,0.5323627546,0.1513585316
"2912","2003-03-01","20",2.6,0.6867137514,0.5864142622
"2913","2003-03-01","30",2,0.7981620221,0.0955503359
"2914","2003-03-01","25",3,0.0135325821,0.9931936527
"2915","2003-03-01","26",2.5,0.2982922727,0.0164279764
"2916","2003-03-01","19",2.2,0.2039154297,0.8802641267
"2917","2003-03-01","19",1.95,0.780340181,0.5614196822
"2918","2003-03-01","21",2.2,0.6753461841,0.5404323455
"2919","2003-03-01","28",2,0.3022617404,0.3402527369
"2920","2003-03-01","01",2,0.2404018595,0.5659535253
"2921","2003-03-01","07",2.5,0.5089879217,0.5785244906
"2922","2003-03-01","20",2.2,0.0560017886,0.3097779648
"2923","2003-03-01","31",2.3,0.8327231703,0.9830788945
"2924","2003-03-01","05",2.3,0.652921044,0.0852221884
"2925","2003-03-01","10",2.4,0.2009365353,0.1819307427
"2926","2003-03-01","13",2.1,0.5171975326,0.532147727
"2927","2003-03-01","11",2,0.9644896373,0.6873790689
"2928","2003-03-01","11",1.9,0.3864102583,0.8226598253
"2929","2003-03-01","24",1.85,0.5136097232,0.6338604389
"2930","2003-03-01","22",1.7,0.6954692043,0.5753431513
"2931","2003-03-01","14",2,0.1828888175,0.0237491487
"2932","2003-03-01","18",1.8,0.718813484,0.8661605181
"2933","2003-03-01","03",2.5,0.808295565,0.3108558372
"2934","2003-03-01","15",2.2,0.6137820446,0.4371668425
"2935","2003-03-01","09",2,0.7434478855,0.568185656
"2936","2003-03-01","16",1.8,0.1229214962,0.7143052493
"2937","2003-03-01","18",1.8,0.2647634996,0.6290259393
"2938","2003-03-01","20",2.3,0.3108064559,0.0759387571
"2939","2003-03-01","30",2.1,0.6130586832,0.9396028554
"2940","2003-03-01","25",3,0.9304102962,0.016945084
"2941","2003-03-01","26",2.5,0.6537437891,0.7530449034
"2942","2003-03-01","19",2.2,0.0491980232,0.1843803438
"2943","2003-03-01","19",2.15,0.9579894573,0.6544035151
"2944","2003-03-01","21",2.2,0.6305877341,0.4806952391
"2945","2003-03-01","28",2,0.9932633839,0.6706070496
"2946","2003-03-01","01",2,0.3231572604,0.5211811245
"2947","2003-03-01","07",2.5,0.5510908361,0.5306301609
"2948","2003-03-01","20",2.2,0.4236438487,0.4916366711
"2949","2003-03-01","31",2.5,0.1980703277,0.740838014
"2950","2003-03-01","10",2.4,0.7253159599,0.5299089141
"2951","2003-03-01","05",2.3,0.9181792691,0.2289418964
"2952","2003-03-01","13",2.1,0.9286999599,0.6111653535
"2953","2003-03-01","11",2.5,0.0935213535,0.5906912789
"2954","2003-03-01","11",2,0.4507020074,0.1462512924
"2955","2003-03-01","24",1.85,0.8055927614,0.0975854162
"2956","2003-03-01","22",2,0.8739730642,0.1488886615
"2957","2003-03-01","03",2.5,0.4660910565,0.8734315112
"2958","2003-03-01","18",1.8,0.258648599,0.719511177
"2959","2003-03-01","14",2,0.9767360037,0.5896531073
"2960","2003-03-01","09",2,0.1091844517,0.1690124962
"2961","2003-03-01","15",2,0.675965359,0.9947313047
"2962","2003-03-01","16",1.8,0.9592939257,0.582316733
"2963","2003-03-01","18",1.8,0.7672480266,0.2287622195
"2964","2003-03-01","20",2.4,0.0654427597,0.3703330074
"2965","2003-03-01","30",2.1,0.063557102,0.4631433072
"2966","2003-03-01","25",3,0.4324620799,0.8439934724
"2967","2003-03-01","26",2.5,0.8689123167,0.2943629704
"2968","2003-03-01","19",2.2,0.9540720761,0.8953789599
"2969","2003-03-01","19",2.1,0.0619777952,0.7799292896
"2970","2003-03-01","21",2.2,0.0423215824,0.7766529353
"2971","2003-03-01","28",2,0.5591522187,0.4081766722
"2972","2003-03-01","01",2,0.6745471066,0.291943875
"2973","2003-03-01","31",2.5,0.5869025627,0.1242407564
"2974","2003-03-01","07",2.5,0.8098278065,0.8313368154
"2975","2003-03-01","20",2.2,0.5283567555,0.8327491385
"2976","2003-03-01","10",2.5,0.5021611167,0.5513313342
"2977","2003-03-01","05",2.3,0.352344479,0.3218909202
"2978","2003-03-01","13",2.1,0.6280466276,0.8877847756
"2979","2003-03-01","10",2.1,0.6790737655,0.0956800445
"2980","2003-03-01","11",1.9,0.7701379206,0.1178893991
"2981","2003-03-01","11",2.5,0.6908245991,0.0743689659
"2982","2003-03-01","24",1.8,0.6948334077,0.9194107596
"2983","2003-03-01","22",1.7,0.0801518648,0.0294966674
"2984","2003-03-01","14",2,0.6793192575,0.4148396203
"2985","2003-03-01","03",2.5,0.6854428217,0.5847556306
"2986","2003-03-01","18",1.9,0.3212490215,0.1533062995
"2987","2003-03-01","09",1.9,0.7050328085,0.9261062395
"2988","2003-03-01","15",2,0.3773642212,0.7179268844
"2989","2003-03-01","16",1.8,0.2079653034,0.9754297969
"2990","2003-03-01","18",1.8,0.7235542167,0.9373064625
"2991","2003-03-01","20",2.3,0.7510548846,0.6001914193
"2992","2003-03-01","25",3,0.4316718388,0.6394007794
"2993","2003-03-01","30",2.1,0.8753373945,0.6117341494
"2994","2003-03-01","26",2.5,0.6780836541,0.4301246502
"2995","2003-03-01","19",2.25,0.9791717134,0.7981639057
"2996","2003-03-01","19",2,0.2698382374,0.0044908229
"2997","2003-03-01","21",2.2,0.231326343,0.3888570357
"2998","2003-03-01","28",2,0.1316208232,0.5992727681
"2999","2003-04-01","01",2,0.18795435,0.4228400787
"3000","2003-04-01","31",2.5,0.0443237564,0.4567658006
"3001","2003-04-01","07",2.5,0.8440722069,0.0642514137
"3002","2003-04-01","20",2.1,0.4098241426,0.1182567569
"3003","2003-04-01","05",2.3,0.4700910016,0.8963357346
"3004","2003-04-01","10",2.5,0.5750193831,0.9654163162
"3005","2003-04-01","13",2.1,0.5850145282,0.1364344243
"3006","2003-04-01","10",2.2,0.3460585111,0.6976988682
"3007","2003-04-01","11",1.9,0.6445101889,0.4374489915
"3008","2003-04-01","11",2,0.1288942493,0.1598659806
"3009","2003-04-01","24",1.9,0.73596653,0.9745670658
"3010","2003-04-01","14",2,0.4500844478,0.7147664102
"3011","2003-04-01","03",2.5,0.8887475677,0.5228379225
"3012","2003-04-01","22",1.9,0.983551939,0.7653883273
"3013","2003-04-01","18",1.8,0.2171335162,0.8298473016
"3014","2003-04-01","09",1.9,0.6009214555,0.6074603307
"3015","2003-04-01","15",2,0.1757728886,0.0788522952
"3016","2003-04-01","16",1.8,0.6359200845,0.3298544999
"3017","2003-04-01","18",2,0.9371965899,0.1398180602
"3018","2003-04-01","20",2.2,0.0534776199,0.31904351
"3019","2003-04-01","25",3,0.7562871725,0.3797796039
"3020","2003-04-01","30",2.1,0.8184833677,0.6446338187
"3021","2003-04-01","26",2.5,0.6977051336,0.2699146203
"3022","2003-04-01","19",2.2,0.3573086744,0.5282849731
"3023","2003-04-01","19",2.3,0.5336576184,0.9314107708
"3024","2003-04-01","21",2.1,0.3436257846,0.9839012156
"3025","2003-04-01","28",2,0.1235945494,0.7130302249
"3026","2003-04-01","31",2.5,0.2285539865,0.4432652417
"3027","2003-04-01","10",2,0.178417026,0.1126296688
"3028","2003-04-01","01",2,0.2419130222,0.0736278814
"3029","2003-04-01","31",2.5,0.1581965618,0.2668767357
"3030","2003-04-01","07",2.5,0.8635305405,0.349866283
"3031","2003-04-01","20",2.2,0.3669929786,0.715426589
"3032","2003-04-01","05",2.3,0.5896505439,0.7578258948
"3033","2003-04-01","10",2.4,0.4815186921,0.86323672
"3034","2003-04-01","13",2.1,0.0112647288,0.6329553668
"3035","2003-04-01","11",2,0.5579855837,0.5555500457
"3036","2003-04-01","11",1.9,0.1341080014,0.4799050904
"3037","2003-04-01","24",1.85,0.4387968987,0.4064265793
"3038","2003-04-01","22",1.9,0.1269077813,0.3938342082
"3039","2003-04-01","14",2,0.040644146,0.8687222412
"3040","2003-04-01","03",2.5,0.1361225392,0.2891394174
"3041","2003-04-01","18",1.8,0.4479153746,0.333794254
"3042","2003-04-01","15",1.9,0.5884896738,0.2996830713
"3043","2003-04-01","09",1.9,0.9964522721,0.1353278714
"3044","2003-04-01","16",1.9,0.1432606988,0.7260450431
"3045","2003-04-01","18",2,0.271561114,0.5206943983
"3046","2003-04-01","20",2.4,0.2032427353,0.2120942319
"3047","2003-04-01","30",1.7,0.1531764439,0.2140279485
"3048","2003-04-01","25",3,0.9486441315,0.7111277565
"3049","2003-04-01","26",2.5,0.6770845222,0.9388128987
"3050","2003-04-01","19",2.2,0.104797648,0.8464494347
"3051","2003-04-01","19",2.2,0.6163175599,0.7798751649
"3052","2003-04-01","21",2.1,0.7393739409,0.9068238538
"3053","2003-04-01","28",2,0.3377738818,0.0740992935
"3054","2003-04-01","31",2.5,0.6202990991,0.0463060812
"3055","2003-04-01","01",2,0.3528293984,0.6046195934
"3056","2003-04-01","31",2.5,0.9197617112,0.7256245841
"3057","2003-04-01","07",2.5,0.5110863775,0.2232470143
"3058","2003-04-01","20",2.2,0.5779307496,0.9322226074
"3059","2003-04-01","05",2,0.2221306233,0.2991606391
"3060","2003-04-01","10",2.2,0.9479865601,0.3407218725
"3061","2003-04-01","13",2.1,0.6303308262,0.9564554326
"3062","2003-04-01","10",1.9,0.7929456585,0.3762857517
"3063","2003-04-01","11",2,0.4322833219,0.9861253671
"3064","2003-04-01","11",2,0.050819068,0.3103932157
"3065","2003-04-01","24",1.91,0.0977872458,0.4237559769
"3066","2003-04-01","14",1.9,0.1054322559,0.6624921635
"3067","2003-04-01","22",1.9,0.6117115791,0.8689779649
"3068","2003-04-01","03",2.5,0.9987688709,0.9201096632
"3069","2003-04-01","18",1.8,0.2206549257,0.7478296708
"3070","2003-04-01","15",1.9,0.0861566564,0.6875022416
"3071","2003-04-01","09",2,0.0993678598,0.6045490055
"3072","2003-04-01","16",1.9,0.1280869307,0.9199182887
"3073","2003-04-01","18",2,0.9134506442,0.1632377245
"3074","2003-04-01","20",2.3,0.1781310245,0.0028030488
"3075","2003-04-01","30",2.1,0.6297190883,0.1790821637
"3076","2003-04-01","25",3,0.5062249697,0.0286269347
"3077","2003-04-01","26",2.5,0.0384795708,0.7565039969
"3078","2003-04-01","19",2.2,0.4631636924,0.8538683497
"3079","2003-04-01","19",2.5,0.6691499817,0.2727036503
"3080","2003-04-01","21",2.1,0.8852905577,0.3178223805
"3081","2003-04-01","28",2,0.4941259263,0.3199234296
"3082","2003-04-01","31",2.5,0.2398736913,0.8210638414
"3083","2003-04-01","01",2.2,0.7247017572,0.5754541882
"3084","2003-04-01","07",2.5,0.8850369121,0.749106751
"3085","2003-04-01","20",2.2,0.8023900727,0.0749213331
"3086","2003-04-01","05",2,0.3419148915,0.8829051774
"3087","2003-04-01","10",2.1,0.11163837,0.0285931899
"3088","2003-04-01","13",2.1,0.0027000743,0.7043228058
"3089","2003-04-01","10",1.9,0.6300542724,0.6681211746
"3090","2003-04-01","11",2,0.863184763,0.850141488
"3091","2003-04-01","11",2,0.5527980273,0.9987364689
"3092","2003-04-01","24",1.91,0.2058596527,0.4396991316
"3093","2003-04-01","14",1.9,0.8051325765,0.8054552652
"3094","2003-04-01","18",1.9,0.3202471871,0.9622879669
"3095","2003-04-01","03",2.5,0.6436243482,0.2212711537
"3096","2003-04-01","22",1.9,0.9550660681,0.4352803206
"3097","2003-04-01","09",2,0.6251011724,0.1870661511
"3098","2003-04-01","15",2,0.8261144326,0.5231617892
"3099","2003-04-01","16",1.9,0.0695389002,0.6818993998
"3100","2003-04-01","18",2,0.9218929526,0.0803529137
"3101","2003-04-01","20",2.3,0.5026560566,0.7194092436
"3102","2003-04-01","25",3,0.2042583005,0.6880106453
"3103","2003-04-01","30",2.1,0.8636497868,0.8355082009
"3104","2003-04-01","26",2.5,0.2487719454,0.6815790884
"3105","2003-04-01","19",2.2,0.2353273678,0.3636527847
"3106","2003-04-01","19",2.35,0.9949226911,0.2647950419
"3107","2003-04-01","21",2.1,0.9070374791,0.8851657492
"3108","2003-04-01","28",2,0.6430366086,0.1231390881
"3109","2003-04-01","31",2.5,0.2132382581,0.5995600442
"3110","2003-04-01","01",2.2,0.0472712409,0.994901793
"3111","2003-04-01","07",2.5,0.4509604793,0.5304805039
"3112","2003-04-01","20",2.2,0.5212088571,0.2786860475
"3113","2003-04-01","05",2,0.2677825874,0.1895464329
"3114","2003-04-01","10",2.1,0.4030939116,0.3591315357
"3115","2003-04-01","13",2.1,0.306164973,0.7067168516
"3116","2003-04-01","11",2.5,0.5872607242,0.7120988107
"3117","2003-04-01","11",2,0.652123603,0.3840484946
"3118","2003-04-01","24",1.88,0.6429421556,0.4883055537
"3119","2003-04-01","22",2,0.5102617571,0.7321383087
"3120","2003-04-01","14",2,0.2293227476,0.2221329027
"3121","2003-04-01","03",2.5,0.477783881,0.7138136562
"3122","2003-04-01","18",1.9,0.9057120996,0.3223408847
"3123","2003-04-01","15",2.1,0.0373987439,0.0489391209
"3124","2003-04-01","09",2,0.7745387178,0.1199540369
"3125","2003-04-01","16",1.8,0.6047317035,0.2185059187
"3126","2003-04-01","18",1.9,0.7774602025,0.2114409193
"3127","2003-04-01","20",2.3,0.1523937209,0.9066455778
"3128","2003-04-01","30",2.1,0.9268146925,0.7742663965
"3129","2003-04-01","25",3,0.4117132465,0.1745752181
"3130","2003-04-01","26",2.5,0.3306156199,0.7711802916
"3131","2003-04-01","19",2.2,0.8545007782,0.459339122
"3132","2003-04-01","19",2.2,0.0902400167,0.3742002501
"3133","2003-04-01","10",2,0.1382431968,0.6726813796
"3134","2003-04-01","21",2.2,0.785171117,0.8371573543
"3135","2003-04-01","28",2,0.4749856723,0.9270479542
"3136","2003-04-01","31",2.5,0.1943642273,0.3631633752
"3137","2003-05-01","01",2.2,0.856637309,0.8976267785
"3138","2003-05-01","07",2.5,0.7205172321,0.091691048
"3139","2003-05-01","20",2.3,0.7377311957,0.6982796058
"3140","2003-05-01","10",2.4,0.6453612912,0.0080720812
"3141","2003-05-01","10",2,0.0193233176,0.6484321815
"3142","2003-05-01","05",2.3,0.5169117698,0.00303705
"3143","2003-05-01","13",2.1,0.9127717133,0.4718675355
"3144","2003-05-01","11",2,0.6501973497,0.9960368409
"3145","2003-05-01","11",2.2,0.6479846811,0.4244083148
"3146","2003-05-01","24",1.9,0.0196305752,0.782230105
"3147","2003-05-01","22",1.9,0.229395045,0.7411101505
"3148","2003-05-01","03",2.5,0.8335315547,0.9308600107
"3149","2003-05-01","14",2,0.8684457193,0.1933549043
"3150","2003-05-01","18",1.9,0.368417771,0.1876298259
"3151","2003-05-01","15",1.9,0.0640519766,0.7635207641
"3152","2003-05-01","09",2.2,0.6933225483,0.474218311
"3153","2003-05-01","16",1.8,0.3950273738,0.0853963799
"3154","2003-05-01","18",1.8,0.4676062343,0.1326159518
"3155","2003-05-01","20",2.4,0.1481620291,0.5131268755
"3156","2003-05-01","30",2.1,0.1750577311,0.0015226339
"3157","2003-05-01","25",3,0.8665154003,0.9454728951
"3158","2003-05-01","26",2.5,0.3944902526,0.6663817207
"3159","2003-05-01","19",2.2,0.6396478236,0.7749171256
"3160","2003-05-01","19",2.2,0.3512978458,0.0263069758
"3161","2003-05-01","21",2.2,0.6741735281,0.1782750015
"3162","2003-05-01","28",2,0.6546975335,0.1392477628
"3163","2003-05-01","31",2.5,0.1415645014,0.1847204391
"3164","2003-05-01","01",2.2,0.2457526478,0.7153944863
"3165","2003-05-01","20",2.3,0.8063899372,0.6691885973
"3166","2003-05-01","07",2.5,0.8870685075,0.505425733
"3167","2003-05-01","10",2.2,0.1065927176,0.9435354702
"3168","2003-05-01","05",2.3,0.5392391499,0.7753926626
"3169","2003-05-01","13",2.1,0.5215728929,0.5718962412
"3170","2003-05-01","11",2.2,0.399453304,0.9022058616
"3171","2003-05-01","11",2,0.945919587,0.3756110972
"3172","2003-05-01","24",1.9,0.536524432,0.0413698991
"3173","2003-05-01","15",2,0.5402360819,0.9781785109
"3174","2003-05-01","14",2,0.8363407468,0.0075194477
"3175","2003-05-01","18",1.9,0.8719368022,0.4807115608
"3176","2003-05-01","03",2.5,0.0887480705,0.0254964041
"3177","2003-05-01","22",1.9,0.9393542762,0.6782385166
"3178","2003-05-01","09",2.2,0.0879097007,0.8911783296
"3179","2003-05-01","16",1.8,0.7508922751,0.1524067038
"3180","2003-05-01","18",1.9,0.7257297673,0.2006580395
"3181","2003-05-01","20",2.4,0.4627982904,0.1100018705
"3182","2003-05-01","10",1.95,0.3902882316,0.5953295337
"3183","2003-05-01","25",3,0.8022169924,0.7119681785
"3184","2003-05-01","30",2,0.4818957327,0.2814700891
"3185","2003-05-01","26",2.5,0.3553113981,0.999822231
"3186","2003-05-01","19",2.2,0.4865552574,0.2597678108
"3187","2003-05-01","19",2.2,0.6259231554,0.0919799175
"3188","2003-05-01","21",2.2,0.3428190285,0.1779880147
"3189","2003-05-01","28",2,0.8115864112,0.4500299557
"3190","2003-05-01","31",2.5,0.074001669,0.571694341
"3191","2003-05-01","01",2.2,0.6397713995,0.3036371857
"3192","2003-05-01","07",2.5,0.6738666638,0.461677705
"3193","2003-05-01","20",2.4,0.8853133853,0.8642706546
"3194","2003-05-01","05",2.3,0.5688741966,0.4481895909
"3195","2003-05-01","10",2.2,0.8624020999,0.1104471207
"3196","2003-05-01","13",2.2,0.1128579381,0.0457115556
"3197","2003-05-01","11",2,0.7852721347,0.5767096415
"3198","2003-05-01","11",2,0.1146133151,0.5138740578
"3199","2003-05-01","24",1.87,0.1401550623,0.4622309503
"3200","2003-05-01","15",2.1,0.207190723,0.3557081122
"3201","2003-05-01","22",2,0.8075665581,0.3255117324
"3202","2003-05-01","14",2,0.4017700565,0.5096848377
"3203","2003-05-01","03",2.5,0.9339420893,0.0825804588
"3204","2003-05-01","09",2.2,0.7614966879,0.7471868649
"3205","2003-05-01","16",1.9,0.0620460393,0.4676122634
"3206","2003-05-01","18",1.8,0.1659628065,0.6593098205
"3207","2003-05-01","18",1.9,0.2105405891,0.6669984613
"3208","2003-05-01","20",2.4,0.3082038123,0.1877033882
"3209","2003-05-01","30",2,0.4596039353,0.0698738031
"3210","2003-05-01","25",3,0.425033962,0.0459626259
"3211","2003-05-01","26",2.5,0.0993192535,0.6400236326
"3212","2003-05-01","19",2.1,0.6372008228,0.0107435527
"3213","2003-05-01","19",2.1,0.0972514792,0.765154354
"3214","2003-05-01","10",1.95,0.2243187583,0.8790734533
"3215","2003-05-01","21",2.2,0.7306163265,0.6929252651
"3216","2003-05-01","28",2,0.4516394652,0.826551155
"3217","2003-05-01","31",2.5,0.2602991082,0.753604835
"3218","2003-05-01","01",2.2,0.8390365516,0.5082406075
"3219","2003-05-01","03",2.7,0.0225425167,0.6965949514
"3220","2003-05-01","07",2.5,0.9735408565,0.5485262112
"3221","2003-05-01","20",2.2,0.2810168787,0.3749166497
"3222","2003-05-01","05",2.3,0.2693121927,0.0932821223
"3223","2003-05-01","10",2.2,0.3944854692,0.9254769479
"3224","2003-05-01","11",1.9,0.5135449438,0.1291021359
"3225","2003-05-01","24",1.87,0.9598563907,0.9957861044
"3226","2003-05-01","11",2.5,0.5502402595,0.4002045062
"3227","2003-05-01","15",2.1,0.4544312714,0.0443566739
"3228","2003-05-01","14",2,0.3686393044,0.5441350216
"3229","2003-05-01","22",2.2,0.9494300855,0.2801603542
"3230","2003-05-01","09",2.2,0.1503602688,0.9419862579
"3231","2003-05-01","16",1.8,0.2979263998,0.5040535598
"3232","2003-05-01","18",1.8,0.3545331438,0.6323859328
"3233","2003-05-01","18",1.8,0.082949279,0.7217174747
"3234","2003-05-01","20",2.3,0.0654625186,0.651789779
"3235","2003-05-01","25",3,0.9970239721,0.8964662523
"3236","2003-05-01","30",2.1,0.3284290583,0.978550329
"3237","2003-05-01","10",2,0.276923936,0.722272465
"3238","2003-05-01","26",2.5,0.0967582729,0.7983098084
"3239","2003-05-01","19",2.15,0.6593564478,0.2494717226
"3240","2003-05-01","19",2.2,0.7310511859,0.7078010334
"3241","2003-05-01","21",2.2,0.3809963279,0.0171007931
"3242","2003-05-01","28",2,0.9547587602,0.8411404318
"3243","2003-05-01","31",2.5,0.9540550087,0.6703012909
"3244","2003-05-01","13",2.2,0.1381915064,0.982203317
"3245","2003-06-01","01",2.2,0.300915939,0.6085813109
"3246","2003-06-01","03",2.7,0.6045082345,0.0203157221
"3247","2003-06-01","20",2.2,0.8760374209,0.6113609071
"3248","2003-06-01","07",2.5,0.9586361339,0.3892108846
"3249","2003-06-01","10",2.3,0.5667256039,0.8632409042
"3250","2003-06-01","10",2,0.3032742576,0.3169331398
"3251","2003-06-01","05",2.4,0.9461597098,0.0677199689
"3252","2003-06-01","13",2.2,0.5961400191,0.1081770233
"3253","2003-06-01","11",2.5,0.890915548,0.1204241121
"3254","2003-06-01","11",2,0.2510245026,0.9522566668
"3255","2003-06-01","24",1.81,0.9489682462,0.8962076605
"3256","2003-06-01","15",2,0.1163159591,0.6546066498
"3257","2003-06-01","14",2,0.4264272489,0.676436038
"3258","2003-06-01","22",2,0.0911224678,0.5254759064
"3259","2003-06-01","09",2.2,0.0366673182,0.3052686456
"3260","2003-06-01","16",1.8,0.0565862944,0.6769783233
"3261","2003-06-01","18",2,0.3111748405,0.7216536918
"3262","2003-06-01","18",1.8,0.7695730154,0.3435785102
"3263","2003-06-01","20",2.3,0.3972939714,0.8085775648
"3264","2003-06-01","25",3,0.285874949,0.3715031197
"3265","2003-06-01","26",2.5,0.920983137,0.9141408668
"3266","2003-06-01","19",2.2,0.9628575226,0.8972141495
"3267","2003-06-01","19",2.3,0.1563330468,0.3520430829
"3268","2003-06-01","21",2.2,0.7276942311,0.6963021009
"3269","2003-06-01","28",2,0.2159190301,0.9223912823
"3270","2003-06-01","31",2.5,0.7793590539,0.8748273965
"3271","2003-06-01","01",2.2,0.2899597927,0.50570613
"3272","2003-06-01","03",2.7,0.0273428093,0.4514150233
"3273","2003-06-01","07",2.5,0.4324635872,0.8486101668
"3274","2003-06-01","20",2.5,0.0371223227,0.1099274415
"3275","2003-06-01","10",2.4,0.6437564883,0.2491708495
"3276","2003-06-01","05",2.3,0.2582034236,0.6477461117
"3277","2003-06-01","08",2.2,0.8132279422,0.1446983066
"3278","2003-06-01","13",2.14,0.6288408106,0.1329764229
"3279","2003-06-01","11",2,0.1997897478,0.8216357911
"3280","2003-06-01","11",2,0.4353815291,0.7765626019
"3281","2003-06-01","24",1.88,0.0001003549,0.2716207036
"3282","2003-06-01","15",2.1,0.9778697974,0.1824938689
"3283","2003-06-01","18",1.9,0.8804654904,0.1379803024
"3284","2003-06-01","14",1.9,0.9886193791,0.6546524976
"3285","2003-06-01","22",2.1,0.827596146,0.9555216815
"3286","2003-06-01","09",2.2,0.9263116484,0.9526242915
"3287","2003-06-01","16",1.8,0.809184142,0.9077308498
"3288","2003-06-01","18",1.8,0.4349223116,0.7726172972
"3289","2003-06-01","20",2.3,0.2582454569,0.4339617802
"3290","2003-06-01","30",2.1,0.0155651534,0.8412631607
"3291","2003-06-01","25",3,0.6708675379,0.4650162988
"3292","2003-06-01","10",2,0.2568400136,0.9745046091
"3293","2003-06-01","26",2.5,0.6514155382,0.5342898238
"3294","2003-06-01","19",2,0.2309206202,0.6734917174
"3295","2003-06-01","19",2.2,0.4198312598,0.8325884199
"3296","2003-06-01","21",2.2,0.0146417375,0.7276850796
"3297","2003-06-01","28",2,0.8263780472,0.2318026773
"3298","2003-06-01","31",2.5,0.2535689276,0.270989584
"3299","2003-06-01","01",2.2,0.4933255261,0.0935861535
"3300","2003-06-01","03",2.7,0.3227092452,0.7680110139
"3301","2003-06-01","07",2.5,0.2627160815,0.342087079
"3302","2003-06-01","20",2.2,0.2155034784,0.269706863
"3303","2003-06-01","05",2.3,0.1591368376,0.7899278258
"3304","2003-06-01","10",2.4,0.3427818067,0.9782985523
"3305","2003-06-01","13",2.1,0.4332445939,0.0380223879
"3306","2003-06-01","11",2.2,0.8585155589,0.0935020295
"3307","2003-06-01","11",2.5,0.9470253681,0.9249316444
"3308","2003-06-01","24",1.9,0.799010753,0.3207537435
"3309","2003-06-01","15",2.3,0.3281864018,0.300813121
"3310","2003-06-01","18",1.8,0.4805958996,0.2628551175
"3311","2003-06-01","14",1.9,0.1954717803,0.3231655706
"3312","2003-06-01","22",2.2,0.3914806149,0.6904899566
"3313","2003-06-01","09",2.2,0.5077629017,0.3384082516
"3314","2003-06-01","16",1.9,0.9621671175,0.2478771552
"3315","2003-06-01","18",1.7,0.90867891,0.1396478787
