"claveciudad","nombreciudad","ano","mes","especificacion","preciopromedio","cantidad","unidad"
1,Área Met. de la Cd. de México,"2,011",6,"POZOLERO, S/CABEZA, A GRANEL",16.38,"1",KG
1,Área Met. de la Cd. de México,"2,011",6,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",6,"POZOLERO, S/CABEZA, A GRANEL",16.75,"1",KG
3,"Morelia, Mich.","2,011",6,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
3,"Morelia, Mich.","2,011",6,"PALOMERO, A GRANEL",13.5,"1",KG
4,"Guadalajara, Jal.","2,011",6,"POZOLERO, A GRANEL",16.5,"1",KG
5,"Monterrey, N.L.","2,011",6,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
7,"Cd. Juárez, Chih.","2,011",6,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
10,"León, Gto.","2,011",6,"TAPATIO, POZOLERO, A GRANEL",24,"1",KG
11,"Puebla, Pue.","2,011",6,"PALOMERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,011",6,"POZOLERO, S/CABEZA, A GRANEL",15.25,"1",KG
12,"San Luis Potosí, S.L.P.","2,011",6,"PALOMERO, A GRANEL",17.68,"1",KG
13,"Tapachula, Chis.","2,011",6,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,011",6,"PALOMERO, A GRANEL",15.5,"1",KG
14,"Toluca, Edo. de Méx.","2,011",6,"PALOMERO, A GRANEL",14,"1",KG
15,"Torreón, Coah.","2,011",6,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
16,"Veracruz, Ver.","2,011",6,"POZOLERO, S/CABEZA, A GRANEL",12.25,"1",KG
16,"Veracruz, Ver.","2,011",6,"PALOMERO, A GRANEL",13.57,"1",KG
16,"Veracruz, Ver.","2,011",6,"PALOMERO, 1 KG, A GRANEL",11.63,"1",KG
17,"Villahermosa, Tab.","2,011",6,"POZOLERO, BLANCO, A GRANEL",6,"1",KG
20,"Hermosillo, Son.","2,011",6,"PALOMERO, A GRANEL",17.4,"1",KG
22,"Córdoba, Ver.","2,011",6,"PALOMERO, A GRANEL",13,"1",KG
23,"Aguascalientes, Ags.","2,011",6,"PALOMERO, A GRANEL",13.5,"1",KG
23,"Aguascalientes, Ags.","2,011",6,"POZOLERO, COLORADO, A GRANEL",15.5,"1",KG
24,"Tijuana, B.C.","2,011",6,"POZOLERO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,011",6,"POZOLERO, A GRANEL",18,"1",KG
26,"Colima, Col.","2,011",6,"POZOLERO, GRANDE, A GRANEL",13.91,"1",KG
26,"Colima, Col.","2,011",6,"POZOLERO, GRANDE, A GRANEL",12.95,"1",KG
31,"Iguala, Gro.","2,011",6,"POZOLERO, A GRANEL",14,"1",KG
34,"Cortazar, Gto.","2,011",6,"POZOLERO, A GRANEL",18,"1",KG
37,"Tepic, Nay.","2,011",6,"POZOLERO, EXTRA, A GRANEL",15.25,"1",KG
37,"Tepic, Nay.","2,011",6,"POZOLERO, A GRANEL",14,"1",KG
38,"Oaxaca, Oax.","2,011",6,"POZOLERO, S/CABEZA, A GRANEL",15.63,"1",KG
39,"Querétaro, Qro.","2,011",6,"POZOLERO, A GRANEL",12.5,"1",KG
39,"Querétaro, Qro.","2,011",6,"PALOMERO, A GRANEL",13.38,"1",KG
39,"Querétaro, Qro.","2,011",6,"PALOMERO, A GRANEL",16,"1",KG
41,"Tlaxcala, Tlax.","2,011",6,"PALOMERO, A GRANEL",10.25,"1",KG
1,Área Met. de la Cd. de México,"2,011",5,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,011",5,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",5,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,011",5,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",5,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",5,"POZOLERO, S/CABEZA, A GRANEL",14.88,"1",KG
1,Área Met. de la Cd. de México,"2,011",5,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",5,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
3,"Morelia, Mich.","2,011",5,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
3,"Morelia, Mich.","2,011",5,"PALOMERO, A GRANEL",13.5,"1",KG
4,"Guadalajara, Jal.","2,011",5,"POZOLERO, A GRANEL",14.38,"1",KG
5,"Monterrey, N.L.","2,011",5,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
7,"Cd. Juárez, Chih.","2,011",5,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
10,"León, Gto.","2,011",5,"TAPATIO, POZOLERO, A GRANEL",23.63,"1",KG
11,"Puebla, Pue.","2,011",5,"PALOMERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,011",5,"POZOLERO, S/CABEZA, A GRANEL",13.25,"1",KG
12,"San Luis Potosí, S.L.P.","2,011",5,"PALOMERO, A GRANEL",16.9,"1",KG
13,"Tapachula, Chis.","2,011",5,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,011",5,"PALOMERO, A GRANEL",16,"1",KG
14,"Toluca, Edo. de Méx.","2,011",5,"PALOMERO, A GRANEL",14,"1",KG
15,"Torreón, Coah.","2,011",5,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
16,"Veracruz, Ver.","2,011",5,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
16,"Veracruz, Ver.","2,011",5,"PALOMERO, A GRANEL",13.57,"1",KG
16,"Veracruz, Ver.","2,011",5,"PALOMERO, 1 KG, A GRANEL",11.5,"1",KG
17,"Villahermosa, Tab.","2,011",5,"POZOLERO, BLANCO, A GRANEL",6,"1",KG
20,"Hermosillo, Son.","2,011",5,"PALOMERO, A GRANEL",17.4,"1",KG
22,"Córdoba, Ver.","2,011",5,"PALOMERO, A GRANEL",13.75,"1",KG
23,"Aguascalientes, Ags.","2,011",5,"PALOMERO, A GRANEL",14,"1",KG
23,"Aguascalientes, Ags.","2,011",5,"POZOLERO, COLORADO, A GRANEL",14,"1",KG
24,"Tijuana, B.C.","2,011",5,"POZOLERO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,011",5,"POZOLERO, A GRANEL",18,"1",KG
26,"Colima, Col.","2,011",5,"POZOLERO, GRANDE, A GRANEL",13.71,"1",KG
26,"Colima, Col.","2,011",5,"POZOLERO, GRANDE, A GRANEL",13.8,"1",KG
31,"Iguala, Gro.","2,011",5,"POZOLERO, A GRANEL",14,"1",KG
34,"Cortazar, Gto.","2,011",5,"POZOLERO, A GRANEL",18,"1",KG
37,"Tepic, Nay.","2,011",5,"POZOLERO, EXTRA, A GRANEL",15,"1",KG
37,"Tepic, Nay.","2,011",5,"POZOLERO, A GRANEL",14,"1",KG
38,"Oaxaca, Oax.","2,011",5,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
39,"Querétaro, Qro.","2,011",5,"POZOLERO, A GRANEL",12.5,"1",KG
39,"Querétaro, Qro.","2,011",5,"PALOMERO, A GRANEL",13,"1",KG
39,"Querétaro, Qro.","2,011",5,"PALOMERO, A GRANEL",16,"1",KG
41,"Tlaxcala, Tlax.","2,011",5,"PALOMERO, A GRANEL",10,"1",KG
1,Área Met. de la Cd. de México,"2,011",4,"POZOLERO, S/CABEZA, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,011",4,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",4,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,011",4,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",4,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",4,"POZOLERO, S/CABEZA, A GRANEL",14.63,"1",KG
1,Área Met. de la Cd. de México,"2,011",4,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",4,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
3,"Morelia, Mich.","2,011",4,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
3,"Morelia, Mich.","2,011",4,"PALOMERO, A GRANEL",12.5,"1",KG
4,"Guadalajara, Jal.","2,011",4,"POZOLERO, A GRANEL",14,"1",KG
5,"Monterrey, N.L.","2,011",4,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
7,"Cd. Juárez, Chih.","2,011",4,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
10,"León, Gto.","2,011",4,"TAPATIO, POZOLERO, A GRANEL",23.5,"1",KG
11,"Puebla, Pue.","2,011",4,"PALOMERO, A GRANEL",19,"1",KG
11,"Puebla, Pue.","2,011",4,"POZOLERO, S/CABEZA, A GRANEL",13.5,"1",KG
12,"San Luis Potosí, S.L.P.","2,011",4,"PALOMERO, A GRANEL",18.45,"1",KG
13,"Tapachula, Chis.","2,011",4,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,011",4,"PALOMERO, A GRANEL",16,"1",KG
14,"Toluca, Edo. de Méx.","2,011",4,"PALOMERO, A GRANEL",14,"1",KG
15,"Torreón, Coah.","2,011",4,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
16,"Veracruz, Ver.","2,011",4,"POZOLERO, S/CABEZA, A GRANEL",12.5,"1",KG
16,"Veracruz, Ver.","2,011",4,"PALOMERO, A GRANEL",14,"1",KG
16,"Veracruz, Ver.","2,011",4,"PALOMERO, 1 KG, A GRANEL",11.75,"1",KG
17,"Villahermosa, Tab.","2,011",4,"POZOLERO, BLANCO, A GRANEL",6,"1",KG
20,"Hermosillo, Son.","2,011",4,"PALOMERO, A GRANEL",17.4,"1",KG
22,"Córdoba, Ver.","2,011",4,"PALOMERO, A GRANEL",14,"1",KG
23,"Aguascalientes, Ags.","2,011",4,"PALOMERO, A GRANEL",14,"1",KG
23,"Aguascalientes, Ags.","2,011",4,"POZOLERO, COLORADO, A GRANEL",13,"1",KG
24,"Tijuana, B.C.","2,011",4,"POZOLERO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,011",4,"POZOLERO, A GRANEL",18,"1",KG
26,"Colima, Col.","2,011",4,"POZOLERO, GRANDE, A GRANEL",13.4,"1",KG
26,"Colima, Col.","2,011",4,"POZOLERO, GRANDE, A GRANEL",13.8,"1",KG
31,"Iguala, Gro.","2,011",4,"POZOLERO, A GRANEL",14,"1",KG
34,"Cortazar, Gto.","2,011",4,"POZOLERO, A GRANEL",18,"1",KG
37,"Tepic, Nay.","2,011",4,"POZOLERO, EXTRA, A GRANEL",15,"1",KG
37,"Tepic, Nay.","2,011",4,"POZOLERO, A GRANEL",14,"1",KG
38,"Oaxaca, Oax.","2,011",4,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
39,"Querétaro, Qro.","2,011",4,"POZOLERO, A GRANEL",12.5,"1",KG
39,"Querétaro, Qro.","2,011",4,"PALOMERO, A GRANEL",12.5,"1",KG
39,"Querétaro, Qro.","2,011",4,"PALOMERO, A GRANEL",16.13,"1",KG
41,"Tlaxcala, Tlax.","2,011",4,"PALOMERO, A GRANEL",10,"1",KG
1,Área Met. de la Cd. de México,"2,011",3,"POZOLERO, S/CABEZA, A GRANEL",16,"1",KG
1,Área Met. de la Cd. de México,"2,011",3,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",3,"PALOMERO, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,011",3,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",3,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",3,"POZOLERO, S/CABEZA, A GRANEL",13.88,"1",KG
1,Área Met. de la Cd. de México,"2,011",3,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",3,"POZOLERO, S/CABEZA, A GRANEL",13,"1",KG
3,"Morelia, Mich.","2,011",3,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
3,"Morelia, Mich.","2,011",3,"PALOMERO, A GRANEL",12.5,"1",KG
4,"Guadalajara, Jal.","2,011",3,"POZOLERO, A GRANEL",13.5,"1",KG
5,"Monterrey, N.L.","2,011",3,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
7,"Cd. Juárez, Chih.","2,011",3,"POZOLERO, BLANCO, A GRANEL",7.38,"1",KG
10,"León, Gto.","2,011",3,"TAPATIO, POZOLERO, A GRANEL",23,"1",KG
11,"Puebla, Pue.","2,011",3,"PALOMERO, A GRANEL",18,"1",KG
11,"Puebla, Pue.","2,011",3,"POZOLERO, S/CABEZA, A GRANEL",13.75,"1",KG
12,"San Luis Potosí, S.L.P.","2,011",3,"PALOMERO, A GRANEL",20,"1",KG
13,"Tapachula, Chis.","2,011",3,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,011",3,"PALOMERO, A GRANEL",16,"1",KG
14,"Toluca, Edo. de Méx.","2,011",3,"PALOMERO, A GRANEL",14,"1",KG
15,"Torreón, Coah.","2,011",3,"POZOLERO, BLANCO, A GRANEL",6.5,"1",KG
16,"Veracruz, Ver.","2,011",3,"POZOLERO, S/CABEZA, A GRANEL",12.5,"1",KG
16,"Veracruz, Ver.","2,011",3,"PALOMERO, A GRANEL",14,"1",KG
16,"Veracruz, Ver.","2,011",3,"PALOMERO, 1 KG, A GRANEL",11.5,"1",KG
17,"Villahermosa, Tab.","2,011",3,"POZOLERO, BLANCO, A GRANEL",6,"1",KG
20,"Hermosillo, Son.","2,011",3,"PALOMERO, A GRANEL",17.4,"1",KG
22,"Córdoba, Ver.","2,011",3,"PALOMERO, A GRANEL",14,"1",KG
23,"Aguascalientes, Ags.","2,011",3,"PALOMERO, A GRANEL",14,"1",KG
23,"Aguascalientes, Ags.","2,011",3,"POZOLERO, COLORADO, A GRANEL",13,"1",KG
24,"Tijuana, B.C.","2,011",3,"POZOLERO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,011",3,"POZOLERO, A GRANEL",18,"1",KG
26,"Colima, Col.","2,011",3,"POZOLERO, GRANDE, A GRANEL",13.41,"1",KG
26,"Colima, Col.","2,011",3,"POZOLERO, GRANDE, A GRANEL",13.15,"1",KG
31,"Iguala, Gro.","2,011",3,"POZOLERO, A GRANEL",12,"1",KG
34,"Cortazar, Gto.","2,011",3,"POZOLERO, A GRANEL",18,"1",KG
37,"Tepic, Nay.","2,011",3,"POZOLERO, EXTRA, A GRANEL",15,"1",KG
37,"Tepic, Nay.","2,011",3,"POZOLERO, A GRANEL",14,"1",KG
38,"Oaxaca, Oax.","2,011",3,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
39,"Querétaro, Qro.","2,011",3,"POZOLERO, A GRANEL",12.88,"1",KG
39,"Querétaro, Qro.","2,011",3,"PALOMERO, A GRANEL",13.7,"1",KG
39,"Querétaro, Qro.","2,011",3,"PALOMERO, A GRANEL",17.25,"1",KG
41,"Tlaxcala, Tlax.","2,011",3,"PALOMERO, A GRANEL",10,"1",KG
1,Área Met. de la Cd. de México,"2,011",2,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",2,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",2,"PALOMERO, A GRANEL",19.5,"1",KG
1,Área Met. de la Cd. de México,"2,011",2,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",2,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",2,"POZOLERO, S/CABEZA, A GRANEL",13.5,"1",KG
1,Área Met. de la Cd. de México,"2,011",2,"PALOMERO, A GRANEL",22.5,"1",KG
1,Área Met. de la Cd. de México,"2,011",2,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
3,"Morelia, Mich.","2,011",2,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
3,"Morelia, Mich.","2,011",2,"PALOMERO, A GRANEL",12.5,"1",KG
4,"Guadalajara, Jal.","2,011",2,"POZOLERO, A GRANEL",17,"1",KG
5,"Monterrey, N.L.","2,011",2,"POZOLERO, BLANCO, A GRANEL",5.88,"1",KG
7,"Cd. Juárez, Chih.","2,011",2,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
10,"León, Gto.","2,011",2,"TAPATIO, POZOLERO, A GRANEL",23,"1",KG
11,"Puebla, Pue.","2,011",2,"PALOMERO, A GRANEL",18,"1",KG
11,"Puebla, Pue.","2,011",2,"POZOLERO, S/CABEZA, A GRANEL",13.25,"1",KG
12,"San Luis Potosí, S.L.P.","2,011",2,"PALOMERO, A GRANEL",20,"1",KG
13,"Tapachula, Chis.","2,011",2,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,011",2,"PALOMERO, A GRANEL",16,"1",KG
14,"Toluca, Edo. de Méx.","2,011",2,"PALOMERO, A GRANEL",14,"1",KG
15,"Torreón, Coah.","2,011",2,"POZOLERO, BLANCO, A GRANEL",5.88,"1",KG
16,"Veracruz, Ver.","2,011",2,"POZOLERO, S/CABEZA, A GRANEL",12.25,"1",KG
16,"Veracruz, Ver.","2,011",2,"PALOMERO, A GRANEL",14,"1",KG
16,"Veracruz, Ver.","2,011",2,"PALOMERO, 1 KG, A GRANEL",11.25,"1",KG
17,"Villahermosa, Tab.","2,011",2,"POZOLERO, BLANCO, A GRANEL",6,"1",KG
20,"Hermosillo, Son.","2,011",2,"PALOMERO, A GRANEL",17.4,"1",KG
22,"Córdoba, Ver.","2,011",2,"PALOMERO, A GRANEL",14,"1",KG
23,"Aguascalientes, Ags.","2,011",2,"PALOMERO, A GRANEL",14,"1",KG
23,"Aguascalientes, Ags.","2,011",2,"POZOLERO, COLORADO, A GRANEL",13,"1",KG
24,"Tijuana, B.C.","2,011",2,"POZOLERO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,011",2,"POZOLERO, A GRANEL",18,"1",KG
26,"Colima, Col.","2,011",2,"POZOLERO, GRANDE, A GRANEL",12.89,"1",KG
26,"Colima, Col.","2,011",2,"POZOLERO, GRANDE, A GRANEL",12.93,"1",KG
31,"Iguala, Gro.","2,011",2,"POZOLERO, A GRANEL",12,"1",KG
34,"Cortazar, Gto.","2,011",2,"POZOLERO, A GRANEL",18,"1",KG
37,"Tepic, Nay.","2,011",2,"POZOLERO, EXTRA, A GRANEL",15,"1",KG
37,"Tepic, Nay.","2,011",2,"POZOLERO, A GRANEL",14,"1",KG
38,"Oaxaca, Oax.","2,011",2,"POZOLERO, S/CABEZA, A GRANEL",13,"1",KG
39,"Querétaro, Qro.","2,011",2,"POZOLERO, A GRANEL",12.75,"1",KG
39,"Querétaro, Qro.","2,011",2,"PALOMERO, A GRANEL",13,"1",KG
39,"Querétaro, Qro.","2,011",2,"PALOMERO, A GRANEL",17,"1",KG
41,"Tlaxcala, Tlax.","2,011",2,"PALOMERO, A GRANEL",10,"1",KG
1,Área Met. de la Cd. de México,"2,011",1,"POZOLERO, S/CABEZA, A GRANEL",13.75,"1",KG
1,Área Met. de la Cd. de México,"2,011",1,"PALOMERO, A GRANEL",15,"1",KG
1,Área Met. de la Cd. de México,"2,011",1,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,011",1,"PALOMERO, A GRANEL",19.5,"1",KG
1,Área Met. de la Cd. de México,"2,011",1,"PALOMERO, A GRANEL",15.75,"1",KG
1,Área Met. de la Cd. de México,"2,011",1,"POZOLERO, S/CABEZA, A GRANEL",13.38,"1",KG
1,Área Met. de la Cd. de México,"2,011",1,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,011",1,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
3,"Morelia, Mich.","2,011",1,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
3,"Morelia, Mich.","2,011",1,"PALOMERO, A GRANEL",12.5,"1",KG
4,"Guadalajara, Jal.","2,011",1,"POZOLERO, A GRANEL",16,"1",KG
5,"Monterrey, N.L.","2,011",1,"POZOLERO, BLANCO, A GRANEL",5.5,"1",KG
7,"Cd. Juárez, Chih.","2,011",1,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
10,"León, Gto.","2,011",1,"TAPATIO, POZOLERO, A GRANEL",22.88,"1",KG
11,"Puebla, Pue.","2,011",1,"PALOMERO, A GRANEL",18,"1",KG
11,"Puebla, Pue.","2,011",1,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
12,"San Luis Potosí, S.L.P.","2,011",1,"PALOMERO, A GRANEL",20,"1",KG
13,"Tapachula, Chis.","2,011",1,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,011",1,"PALOMERO, A GRANEL",16,"1",KG
14,"Toluca, Edo. de Méx.","2,011",1,"PALOMERO, A GRANEL",14,"1",KG
15,"Torreón, Coah.","2,011",1,"POZOLERO, BLANCO, A GRANEL",5.5,"1",KG
16,"Veracruz, Ver.","2,011",1,"POZOLERO, S/CABEZA, A GRANEL",13,"1",KG
16,"Veracruz, Ver.","2,011",1,"PALOMERO, A GRANEL",14.75,"1",KG
16,"Veracruz, Ver.","2,011",1,"PALOMERO, 1 KG, A GRANEL",11,"1",KG
17,"Villahermosa, Tab.","2,011",1,"POZOLERO, BLANCO, A GRANEL",6,"1",KG
20,"Hermosillo, Son.","2,011",1,"PALOMERO, A GRANEL",22.7,"1",KG
22,"Córdoba, Ver.","2,011",1,"PALOMERO, A GRANEL",14,"1",KG
23,"Aguascalientes, Ags.","2,011",1,"PALOMERO, A GRANEL",14,"1",KG
23,"Aguascalientes, Ags.","2,011",1,"POZOLERO, COLORADO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,011",1,"POZOLERO, A GRANEL",18,"1",KG
24,"Tijuana, B.C.","2,011",1,"POZOLERO, A GRANEL",18,"1",KG
26,"Colima, Col.","2,011",1,"POZOLERO, GRANDE, A GRANEL",13.44,"1",KG
26,"Colima, Col.","2,011",1,"POZOLERO, GRANDE, A GRANEL",13.1,"1",KG
31,"Iguala, Gro.","2,011",1,"POZOLERO, A GRANEL",12,"1",KG
34,"Cortazar, Gto.","2,011",1,"POZOLERO, A GRANEL",18,"1",KG
37,"Tepic, Nay.","2,011",1,"POZOLERO, EXTRA, A GRANEL",16,"1",KG
37,"Tepic, Nay.","2,011",1,"POZOLERO, A GRANEL",14,"1",KG
38,"Oaxaca, Oax.","2,011",1,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
39,"Querétaro, Qro.","2,011",1,"POZOLERO, A GRANEL",12.5,"1",KG
39,"Querétaro, Qro.","2,011",1,"PALOMERO, A GRANEL",12.63,"1",KG
39,"Querétaro, Qro.","2,011",1,"PALOMERO, A GRANEL",16,"1",KG
41,"Tlaxcala, Tlax.","2,011",1,"PALOMERO, A GRANEL",10,"1",KG
1,Área Met. de la Cd. de México,"2,013",10,"POZOLERO, S/CABEZA, A GRANEL",17.5,"1",KG
1,Área Met. de la Cd. de México,"2,013",10,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",10,"PALOMERO, A GRANEL",26.5,"1",KG
1,Área Met. de la Cd. de México,"2,013",10,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",10,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,013",10,"POZOLERO, S/CABEZA, A GRANEL",12.25,"1",KG
1,Área Met. de la Cd. de México,"2,013",10,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,013",10,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
3,"Morelia, Mich.","2,013",10,"POZOLERO, S/CABEZA, A GRANEL",21.5,"1",KG
3,"Morelia, Mich.","2,013",10,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,013",10,"POZOLERO, BLANCO, A GRANEL",12,"1",KG
5,"Monterrey, N.L.","2,013",10,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,013",10,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,013",10,"POZOLERO, A GRANEL",11.36,"1",KG
11,"Puebla, Pue.","2,013",10,"PALOMERO, A GRANEL",20,"1",KG
11,"Puebla, Pue.","2,013",10,"POZOLERO, S/CABEZA, A GRANEL",11,"1",KG
12,"San Luis Potosí, S.L.P.","2,013",10,"PALOMERO, A GRANEL",23.72,"1",KG
13,"Tapachula, Chis.","2,013",10,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,013",10,"PALOMERO, A GRANEL",18.5,"1",KG
14,"Toluca, Edo. de Méx.","2,013",10,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,013",10,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
16,"Veracruz, Ver.","2,013",10,"PALOMERO, A GRANEL",20.5,"1",KG
17,"Villahermosa, Tab.","2,013",10,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
22,"Córdoba, Ver.","2,013",10,"PALOMERO, A GRANEL",21.5,"1",KG
23,"Aguascalientes, Ags.","2,013",10,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,013",10,"POZOLERO, COLORADO, A GRANEL",17,"1",KG
24,"Tijuana, B.C.","2,013",10,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,013",10,"PALOMERO, A GRANEL",26,"1",KG
26,"Colima, Col.","2,013",10,"POZOLERO, CHICO, A GRANEL",12.5,"1",KG
26,"Colima, Col.","2,013",10,"POZOLERO, GRANDE, A GRANEL",12.9,"1",KG
31,"Iguala, Gro.","2,013",10,"POZOLERO, A GRANEL",16,"1",KG
34,"Cortazar, Gto.","2,013",10,"POZOLERO, A GRANEL",29,"1",KG
37,"Tepic, Nay.","2,013",10,"POZOLERO, EXTRA, A GRANEL",18,"1",KG
37,"Tepic, Nay.","2,013",10,"POZOLERO, A GRANEL",13,"1",KG
38,"Oaxaca, Oax.","2,013",10,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
39,"Querétaro, Qro.","2,013",10,"PALOMERO, A GRANEL",18,"1",KG
39,"Querétaro, Qro.","2,013",10,"PALOMERO, A GRANEL",24,"1",KG
41,"Tlaxcala, Tlax.","2,013",10,"PALOMERO, A GRANEL",19,"1",KG
1,Área Met. de la Cd. de México,"2,017",4,"POZOLERO, S/CABEZA, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,017",4,"PALOMERO, A GRANEL",23.5,"1",KG
1,Área Met. de la Cd. de México,"2,017",4,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,017",4,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,017",4,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,017",4,"POZOLERO, S/CABEZA, A GRANEL",17.75,"1",KG
1,Área Met. de la Cd. de México,"2,017",4,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,017",4,"POZOLERO, S/CABEZA, A GRANEL",16,"1",KG
3,"Morelia, Mich.","2,017",4,"  POZOLERO,   BLANCO, SIN CABEZA, A GRANEL",27.25,"1",KG
3,"Morelia, Mich.","2,017",4,"PALOMERO, A GRANEL",14,"1",KG
